,ORF,NAME,alpha 0,alpha 7,alpha 14,alpha 21,alpha 28,alpha 35,alpha 42,alpha 49,alpha 56,alpha 63,alpha 70,alpha 77,alpha 84,alpha 91,alpha 98,alpha 105,alpha 112,alpha 119,Elu 0,Elu 30,Elu 60,Elu 90,Elu 120,Elu 150,Elu 180,Elu 210,Elu 240,Elu 270,Elu 300,Elu 330,Elu 360,Elu 390,cdc15 10,cdc15 30,cdc15 50,cdc15 70,cdc15 90,cdc15 110,cdc15 130,cdc15 150,cdc15 170,cdc15 190,cdc15 210,cdc15 230,cdc15 250,cdc15 270,cdc15 290,spo 0,spo 2,spo 5,spo 7,spo 9,spo 11,spo5 2,spo5 7,spo5 11,spo- early,spo- mid,heat 0,heat 10,heat 20,heat 40,heat 80,heat 160,dtt 15,dtt 30,dtt 60,dtt 120,cold 0,cold 20,cold 40,cold 160,diau a,diau b,diau c,diau d,diau e,diau f,diau g,km
1678,YLR393W,ATP10  ATP SYNTHESIS       F1F0 ATPASE COMPLEX ASSEMBLY,-0.12,-0.29,0.06,-0.27,0.14,-0.32,0.16,-0.07,-0.14,-0.04,-0.36,-0.4,-0.06,-0.34,-0.01,-0.07,0.03,-0.1,-0.64,-0.38,-0.81,-0.6,-0.14,0.04,-0.17,,0.28,0.28,0.06,0.23,0.11,-0.04,0.12,-0.09,0.04,-0.01,0.32,0.37,-0.22,-0.07,-0.42,,,0.14,0.11,-0.2,-0.18,-0.34,1.2,1.95,1.9,0.9,0.07,-0.79,-0.4,-1.56,2.87,2.98,-0.23,0.61,-0.07,0.8,0.26,0.68,-0.79,-0.69,-0.27,-0.49,0.2,0.32,0.58,-0.47,-0.03,-0.07,-0.34,-0.36,-0.25,-0.14,0.32,5
1042,YHR001W,QCR10  OXIDATIVE PHOSPHORYLATIO UBIQUNOL-CYTOCHROME C OXIDOREDUCTASE COMPLEX SUBUNIT,-0.54,-0.06,-0.15,-0.22,-0.34,-0.14,-0.27,-0.4,0.01,0.08,0.03,-0.1,-0.3,-0.45,-0.15,-0.14,-0.27,-0.36,0.15,0.53,0.07,0.06,-0.04,0.06,-0.06,0.7,0.19,0.14,-0.22,0.28,0.58,0.4,-0.58,-0.45,-0.34,0.08,-0.25,-0.27,-0.34,-0.22,-0.03,-0.07,-0.12,0.45,0.04,-0.07,0.29,0.07,-0.22,-0.69,-0.03,-0.18,-0.67,0.36,0.5,0.57,0.1,0.21,-0.47,0.26,0.07,0.06,0.01,-0.07,0.12,-0.36,0.08,,-0.51,-0.04,-0.43,-0.69,-0.27,-0.45,0.48,0.14,-0.06,0.82,0.25,6
1244,YJL076W,ESC5   SILENCING        UNKNOWN,-0.34,-0.79,-0.6,-0.43,-0.2,-0.3,0.14,-0.06,0.14,0.1,-0.27,-0.04,-0.14,-0.36,-0.15,0.08,0.25,,-0.6,-0.34,-0.4,-0.06,0.07,-0.03,-0.04,0.07,0.41,0.5,-0.17,0.21,0.04,0.11,-0.23,-0.4,-0.34,-0.17,0.04,-0.1,-0.4,-0.84,-0.64,-0.25,-0.29,-1.18,-0.64,-0.89,-0.92,-0.34,0.06,0.7,0.49,-0.25,-0.18,-0.64,-0.4,-1.03,0.96,1.29,-0.17,-0.69,-0.81,0.73,0.21,0.41,-0.81,-0.94,,-0.62,-0.09,-0.56,0.11,0.61,0.08,0.16,0.04,-0.23,-0.25,-0.43,-1.03,9
2040,YNR057C,BIO4   BIOTIN BIOSYNTHESIS    DETHIOBIOTIN SYNTHETASE,-0.14,1.21,0.07,-0.03,-0.12,0.03,0.1,-0.03,0.14,-0.14,-0.23,-0.17,0.1,-0.29,-0.09,-0.07,0.1,-0.18,-0.34,-0.17,-0.23,-0.42,-0.29,-0.18,-0.62,-0.56,-0.29,-0.32,-0.25,-0.89,-0.34,-0.18,-0.07,0.07,-0.42,-0.43,-0.54,0.43,-0.34,0.58,0.19,-1.09,-0.89,0.01,-1.6,-0.81,-0.51,-0.47,-0.32,-0.18,0.16,0.45,0.36,-0.74,0.37,-0.14,-0.38,0.08,0.08,-0.1,0.25,0.43,0.57,0.96,-0.47,-0.15,-0.32,-0.74,-0.14,,0.26,-0.2,-0.29,-0.23,-0.09,-0.29,-0.4,-0.22,-0.14,0
1614,YLR223C,IFH1   RRNA PROCESSING     UNKNOWN,0.12,2.38,-0.15,-0.42,-0.14,-0.17,-0.09,,0.04,-0.15,-0.3,-1.09,-0.07,-0.43,-0.34,0.03,-0.38,-0.06,-0.69,-0.27,-0.22,0.21,0.16,0.19,-0.3,-0.58,-0.43,-0.23,-0.25,-0.42,-0.32,-0.6,1.21,0.78,0.32,-0.32,-0.49,-0.47,-2.32,-0.18,0.19,-0.25,-0.62,-0.32,-0.1,-0.42,-0.43,-0.2,-0.43,0.31,-0.69,-0.54,-0.32,-1.0,-0.81,-0.32,-1.6,-1.18,0.08,-1.15,-0.2,0.32,-0.03,0.37,-0.58,-0.81,-0.76,-0.42,-0.23,0.57,0.36,1.49,0.08,-0.27,-0.47,-0.47,-0.69,-1.15,-1.43,8
513,YDR258C,HSP78  PROTEIN FOLDING     MITOCHONDRIAL,-0.2,0.86,0.7,0.21,0.04,0.04,-0.06,0.33,-0.14,0.18,-0.09,0.12,-0.17,-0.17,-0.06,0.53,-0.22,0.39,1.56,0.23,-1.79,0.24,-1.25,-0.94,-0.22,-0.62,-0.49,-0.74,-0.58,0.15,0.28,0.04,-0.94,-0.89,-1.06,-0.1,-0.38,-0.49,-0.74,-1.06,-0.86,-0.42,-0.36,-1.18,0.1,-0.15,0.01,0.08,-1.74,-1.29,-2.25,-2.32,-2.47,-0.4,-1.06,-1.4,-0.01,0.58,1.12,5.57,3.65,1.45,2.58,2.36,0.48,1.01,1.16,1.27,0.1,0.95,1.72,0.45,-0.22,-0.09,-0.25,0.66,0.93,2.2,2.44,4
344,YDL102W,CDC2   DNA REPLICATION     DNA POLYMERASE DELTA CATALYTIC 125 KD SUBUNIT,-0.6,-0.42,0.11,0.56,-0.1,,-0.47,-0.36,0.08,0.1,0.77,0.42,0.18,,-0.29,0.18,-0.38,-0.14,-1.47,-0.34,0.14,0.14,0.25,0.56,0.43,0.32,0.21,0.37,0.28,-0.06,-0.09,0.25,-0.18,0.51,0.32,-0.62,-0.92,-0.47,0.3,0.16,0.71,-0.3,-0.79,0.46,-0.42,-1.09,-0.71,0.01,0.46,0.25,0.19,0.12,0.1,-0.09,-0.42,-0.71,1.43,1.29,-0.18,-0.42,-0.14,0.37,-0.04,-1.03,-0.38,-0.6,-0.01,-0.38,-0.42,0.33,-0.01,-0.6,-0.04,0.74,-0.1,-0.25,-0.45,-0.58,-0.6,9
165,YBR136W,ESR1   DNA REPAIR AND RECOMBINA PROTEIN KINASE (PUTATIVE),-0.38,0.76,0.15,0.18,-0.1,-0.29,0.15,0.08,0.38,0.24,0.31,0.08,0.19,-0.45,0.71,0.12,-0.14,0.5,-0.04,-0.74,-0.34,0.06,-0.09,-0.2,-0.58,-0.47,-0.04,-0.6,-0.29,-0.74,-0.69,-0.58,0.41,0.3,-0.2,-0.14,-0.42,-0.1,0.08,1.21,-0.81,-0.81,-0.49,0.1,-0.42,-0.15,-0.34,-0.04,-0.47,-0.67,0.16,-0.2,-0.32,0.07,-0.12,0.66,0.18,-0.27,0.29,0.11,0.39,0.53,-0.84,0.86,-0.51,-0.58,-1.06,-0.89,-0.01,0.75,1.12,0.39,0.08,0.32,0.11,-0.1,-0.29,,0.14,0
2209,YOR250C,CLP1   MRNA 3'-END PROCESSING   CLEAVAGE/POLYADENYLATION FACTOR CF IA COMPONENT,-0.2,-0.14,-0.23,-0.51,-0.34,-0.4,-0.07,-0.29,-0.3,-0.47,-0.29,-0.47,-0.14,-0.51,-0.1,-0.51,-0.18,0.11,0.15,-0.67,-0.62,-0.45,-0.06,-0.06,-0.49,-0.06,-0.14,-0.17,-0.06,0.03,-0.58,-0.07,-0.89,-0.74,-0.18,-0.29,-0.69,-1.06,-0.49,0.4,0.11,-0.58,-0.86,-1.36,-1.09,-0.54,-0.58,-0.42,-0.22,0.19,1.34,1.22,1.08,-0.17,0.74,0.53,-0.42,0.42,-0.4,0.19,0.56,-0.04,-0.36,-0.23,0.58,0.08,0.55,0.65,-0.45,0.16,-0.43,-0.14,-0.15,0.03,-0.18,-0.38,-0.64,0.5,0.06,3
768,YFR028C,CDC14  MITOSIS        PROTEIN PHOSPHATASE,-0.64,-0.76,-0.92,-0.6,-0.69,0.04,-0.23,-0.27,-0.03,0.07,-0.32,-0.36,-0.18,-0.27,-0.15,-0.04,-0.38,-0.1,-0.92,-0.09,0.65,-0.4,-0.14,0.03,-0.17,0.33,0.26,0.28,0.3,-0.06,-0.03,0.07,-1.09,-0.15,-0.34,-0.27,-0.32,-0.2,-0.07,1.6,-0.03,-1.64,-0.49,0.23,-1.15,-0.38,-1.06,-0.32,1.3,1.95,2.67,2.54,3.28,-1.03,0.86,0.82,1.96,2.49,-0.23,-0.25,-0.29,-0.25,0.28,-0.01,-0.2,-0.47,-0.23,-0.22,-0.22,0.07,-0.74,-0.18,-0.04,-0.18,-0.1,-0.2,-0.47,-0.06,-1.22,7
1472,YKR002W,PAP1   MRNA POLYADENYLATION     POLY(A) POLYMERASE,0.1,0.5,0.11,0.58,0.01,0.14,0.01,0.04,0.11,-0.09,0.23,0.08,0.06,-0.07,0.06,0.37,-0.3,0.08,0.01,-0.01,-0.17,-0.25,-0.34,-0.18,-0.3,-0.17,0.04,0.14,0.03,0.18,0.11,-0.07,-0.27,-0.15,-0.36,-0.15,-0.4,-0.3,-0.09,-0.29,-0.23,-0.22,-0.22,-0.43,0.12,-0.22,-0.18,-0.22,0.34,0.67,1.76,1.39,1.38,-0.43,1.14,0.67,0.4,0.5,-0.12,-0.03,0.07,-0.3,-0.17,-0.36,-0.03,-0.22,-0.09,-0.25,-0.04,-0.51,-0.18,0.07,-0.62,0.08,0.14,-0.29,-0.2,0.26,-0.04,3
1032,YHL025W,SNF6   TRANSCRIPTION       COMPONENT OF SWI/SNF GLOBAL ACTIVATOR COMPLEX,-0.47,1.0,-0.51,-0.25,-0.71,-0.22,-0.3,-0.36,-0.1,0.08,,-0.27,-0.23,-0.45,-0.32,-0.17,-0.56,-0.01,0.44,0.26,0.4,0.12,-0.03,0.07,0.16,0.58,0.33,0.2,0.14,0.2,0.34,0.21,0.82,0.52,0.48,0.77,0.14,0.55,0.37,0.25,0.29,0.18,0.07,0.73,0.37,-0.01,0.24,0.25,-0.1,0.11,0.21,0.08,0.12,-0.14,0.39,0.28,-0.1,-0.4,0.43,-0.1,-0.01,-0.2,-0.18,-0.1,-0.22,-0.43,-0.17,0.04,-0.06,0.24,-0.04,-0.4,-0.38,-0.56,0.11,-0.27,-0.58,0.48,0.19,6
1131,YIL009W,FAA3   FATTY ACID METABOLISM    ACYL COA SYNTHASE,-0.49,-1.06,-0.62,-1.0,-0.79,-1.15,-0.64,-1.06,-0.47,0.12,0.58,0.64,0.21,-0.27,-0.4,-0.42,-0.27,-0.29,-0.76,-0.06,-0.12,-0.06,-0.1,0.12,-0.29,0.29,0.15,0.39,-0.01,0.32,0.42,0.48,0.21,0.1,-1.22,-1.4,-0.84,-0.25,0.86,0.21,-0.62,-0.79,-0.42,-0.58,0.76,0.2,-0.18,-0.2,-0.12,-0.89,-1.89,-2.25,-2.12,1.05,-1.09,-1.12,-1.18,-2.12,-0.54,-0.69,-0.64,-0.12,0.08,-0.56,-0.67,-1.18,-1.12,-1.29,-0.03,-0.56,-0.89,-0.58,0.07,0.41,0.25,-0.07,-0.45,-0.27,-0.89,1
1817,YMR176W,ECM5   CELL WALL BIOGENESIS     UNKNOWN,0.3,0.16,0.24,0.03,0.3,-0.18,0.16,-0.04,0.28,-0.17,0.2,-0.29,0.01,-0.4,0.14,0.15,-0.17,-0.06,-0.43,-0.29,-0.18,0.21,0.06,-0.3,-0.07,-0.43,-0.27,0.1,-0.18,,-0.47,-0.25,-0.3,0.06,-0.3,-0.56,-0.23,-0.23,-0.56,1.54,-0.12,-0.97,-0.4,-0.22,-0.71,-0.1,-0.89,-0.32,-0.22,-0.15,0.04,-0.18,-0.34,-0.27,-0.67,-0.56,,0.69,0.08,0.44,0.55,0.49,-0.27,0.86,-1.03,-0.2,-0.6,-0.34,0.23,0.59,1.21,0.49,-0.34,-0.07,-0.22,-0.36,-0.58,-0.47,0.24,0
2240,YOR330C,MIP1   DNA REPLICATION     MITOCHONDRIAL DNA POLYMERASE CATALYTIC SUBUNIT,-0.71,-0.86,-0.84,-0.62,-0.38,-0.4,-0.25,-0.32,-0.36,-0.34,-0.74,-0.34,-0.47,-0.29,-0.34,-0.17,-0.38,0.04,-0.1,-0.43,-0.84,-0.51,-0.42,-0.22,-0.15,0.19,0.12,-0.14,-0.2,0.06,-0.27,-0.18,0.18,0.11,0.23,0.15,0.01,-0.12,-0.14,-0.23,-0.1,-0.18,-0.07,-1.4,,-0.14,-0.03,-0.45,-0.54,,0.58,0.61,0.54,-1.0,0.54,0.24,0.19,0.33,-0.42,0.19,-0.1,-0.27,-0.04,0.36,-0.86,-0.89,-0.4,-0.74,0.11,0.2,,0.18,-0.4,-0.38,0.2,-0.49,-0.34,-0.36,-0.94,3
1173,YIL128W,MET18  TRANSCRIPTION AND DNA RE REGULATOR OF TFIIH,-0.15,-0.42,-0.2,-0.34,-0.1,-0.3,0.12,-0.3,-0.09,-0.03,-0.17,-0.1,0.03,-0.32,-0.04,-0.14,0.07,-0.15,-0.54,-0.23,-0.27,-0.29,-0.12,-0.29,-0.4,-0.43,0.15,0.12,-0.18,0.11,-0.14,-0.34,0.19,0.06,-0.09,-0.03,0.07,-0.03,-0.07,-0.23,-0.07,-0.06,-0.17,-0.03,-0.15,-0.34,-0.36,-0.42,-0.18,,-0.36,-0.47,-0.42,-0.17,-0.69,-0.25,-0.32,0.26,-0.25,-0.03,-0.09,-0.03,-0.15,-0.69,-0.29,-0.42,-0.38,-0.47,-0.32,0.01,0.25,-0.06,0.1,0.01,-0.1,-0.42,-0.14,-0.62,-1.43,9
1688,YLR430W,"SEN1   TRNA SPLICING       RNA HELICASE, PUTATIVE",-0.38,-0.36,-0.56,-0.43,-0.29,-0.29,-0.12,-0.4,-0.09,0.28,-0.25,-0.32,-0.18,-0.45,-0.42,-0.09,-0.38,-0.17,-0.45,-0.06,0.06,0.31,-0.03,-0.18,-0.14,0.43,-0.09,0.15,-0.12,0.04,0.23,0.03,-0.04,-0.22,-0.25,-0.15,-0.06,0.08,-0.12,-0.38,-0.17,-0.12,-0.27,0.1,-0.25,-0.45,-0.58,-0.36,0.06,0.56,0.98,0.61,0.81,-0.54,0.26,-0.25,-0.12,0.53,-0.04,0.12,0.26,0.32,-0.27,0.59,-0.6,-0.4,-1.15,-0.86,0.31,0.58,0.85,0.71,-0.25,-0.04,-0.01,-0.36,-0.36,-0.76,-0.69,3
378,YDL174C,DLD1   PYRUVATE METABOLISM    D-LACTATE DEHYDROGENASE,0.11,0.21,0.86,0.4,0.51,0.62,0.37,-0.09,0.18,-0.18,0.06,-0.07,0.01,-0.47,0.08,0.26,0.23,0.51,0.85,1.38,0.74,0.51,-0.1,-0.51,-0.03,0.26,0.28,-0.2,-0.47,0.08,-0.06,-0.17,-0.6,-0.67,-0.42,0.11,0.39,0.45,0.2,0.43,0.58,0.48,0.38,-0.29,0.3,0.38,0.63,0.12,-0.17,-0.92,-1.51,-1.6,-1.47,0.94,-0.14,-0.6,-0.86,-1.12,-0.04,0.94,0.33,0.63,0.58,0.82,-0.74,0.01,-0.38,0.21,0.3,0.28,1.12,-0.56,0.01,0.2,0.03,-0.07,-0.15,0.15,0.77,1
1344,YJR094C,IME1   MEIOSIS        TRANSCRIPTION FACTOR,-0.38,-0.09,-0.04,-0.74,-0.34,-0.67,-0.22,-0.42,-0.12,-0.23,-0.43,-0.58,-0.36,-0.97,-0.51,-0.38,-0.1,-0.38,0.24,-0.67,-0.56,0.03,-0.23,-0.29,-0.38,-0.36,-0.47,-0.64,-0.81,-0.62,-1.36,-0.38,-0.69,-0.34,-0.1,-0.56,-0.56,-0.1,-0.15,1.32,-0.36,-0.56,-0.27,-0.51,-1.09,-0.3,-0.86,-0.07,-0.07,0.6,0.11,-0.89,-1.36,-0.23,-0.45,-1.79,0.61,0.18,-0.12,0.15,0.06,0.01,0.11,0.19,-0.36,-0.45,-0.84,-0.54,-0.4,0.68,-0.51,-0.51,-0.42,-0.56,-0.14,-0.64,-0.69,0.36,-0.38,0
2411,YPR066W,"UBA3   PROTEIN DEGRADATION, RUB RUB1P ACTIVATING PROTEIN",0.26,-0.04,-0.06,-0.29,-0.14,-0.2,-0.06,-0.45,-0.1,-0.32,-0.18,-0.49,-0.23,-0.18,-0.38,-0.27,-0.3,-0.32,-0.07,-0.32,-0.23,-0.34,-0.17,-0.36,-0.34,-0.23,-0.17,-0.32,-0.4,-0.14,-0.54,-0.22,-0.23,-0.32,-0.14,-0.01,-0.06,0.03,-0.01,0.45,-0.12,-0.15,0.11,-0.29,0.33,0.29,0.37,-0.01,-0.17,-0.4,-0.2,-0.12,-0.12,-0.12,-0.1,-0.22,-0.23,-0.58,-0.01,0.34,0.14,-0.17,0.07,0.52,-0.22,-0.22,-0.79,-0.79,-0.1,0.48,0.28,-0.14,-0.07,-0.04,0.12,-0.03,-0.14,-0.09,0.57,0
147,YBR112C,CYC8   TRANSCRIPTION       GENERAL REPRESSOR,-0.42,-0.09,-0.74,-0.47,-0.17,-0.38,-0.03,-0.01,-0.38,0.36,-0.36,0.2,-0.23,0.12,-0.29,0.61,-0.56,0.25,0.03,-0.18,-0.09,0.3,0.25,0.25,0.39,0.54,0.71,0.64,0.21,0.51,-0.43,0.25,-0.49,-0.12,-0.14,-0.67,-0.18,-0.32,-0.03,0.92,0.12,-0.43,-0.45,0.86,-0.86,0.06,-0.81,0.25,-0.32,,-0.18,0.19,0.15,-0.3,0.23,0.9,0.18,0.03,0.54,0.3,0.45,0.8,0.11,-0.12,-0.14,-0.49,0.1,-0.2,0.48,,1.08,-0.1,0.14,0.37,,-0.25,-0.38,-0.18,-0.38,0
1995,YNL290W,RFC3   DNA REPLICATION     REPLICATION FACTOR C 40 KD SUBUNIT,-0.42,-0.94,0.14,0.25,0.39,-0.17,0.2,-0.3,-0.22,-0.38,-0.01,-0.09,0.08,-0.43,-0.17,-0.42,-0.62,-0.18,-0.51,-0.49,-0.58,-0.1,0.04,0.04,0.1,0.23,-0.09,-0.1,-0.09,-0.04,-0.43,-0.22,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,,-0.56,-0.07,-0.36,-0.47,0.91,0.56,0.36,-0.17,-0.36,0.19,-0.1,-0.58,0.83,0.64,-0.3,-0.51,-0.29,-0.12,-0.27,0.08,-0.09,-0.12,-0.34,-0.01,-0.18,0.4,0.26,-0.01,-0.01,0.26,0.48,-0.07,0.03,0.07,-0.29,9
53,YBL027W,RPL19B PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L19,-0.17,-0.62,-0.14,-0.38,-0.29,-0.42,-0.15,0.42,0.01,0.29,-0.22,-0.17,-0.12,-0.07,0.04,0.19,0.14,0.07,-0.94,-0.14,0.33,-0.09,0.5,0.74,0.31,0.79,0.51,0.25,0.07,0.01,0.06,0.01,-0.23,0.14,0.3,-0.12,0.04,0.03,0.15,-0.07,0.31,-0.29,0.03,0.03,,-0.06,0.16,0.01,-0.97,-1.47,-1.79,-1.0,-0.51,0.61,-0.38,0.75,-2.06,-2.47,-0.51,-1.89,-2.4,-2.12,-1.43,-0.89,0.16,0.3,-0.74,-1.0,-0.69,-0.27,-0.64,-1.47,0.04,0.01,0.39,-0.17,-0.27,-1.12,-2.47,2
153,YBR120C,"CBP6   PROTEIN SYNTHESIS, COB   UNKNOWN",0.15,-0.25,-0.58,-0.42,-0.49,-0.4,-0.17,0.16,-0.4,-0.1,-0.94,-0.03,-0.22,-0.06,-0.42,0.2,0.08,0.41,0.12,-0.09,-0.01,-0.58,-0.36,0.23,0.63,-0.09,-0.23,-0.4,0.2,0.03,-0.47,-0.06,0.08,-0.1,-0.34,-0.07,-0.49,-0.6,-0.54,0.71,1.28,-1.36,-0.3,-0.1,-0.71,0.21,-0.97,-0.29,-0.38,,-0.42,-0.34,0.3,-0.09,0.38,0.73,0.08,0.01,0.72,-0.43,-0.14,-0.71,-0.67,-0.4,0.03,0.55,0.15,-0.32,-0.62,0.26,0.16,-0.36,-0.03,,0.51,-0.23,-0.62,0.86,0.64,0
1518,YLL008W,DRS1   RRNA PROCESSING     RNA HELICASE,0.08,-1.03,-0.92,-0.47,-0.03,0.03,0.41,,0.2,0.03,-0.07,-0.2,0.03,-0.06,0.08,-0.04,0.15,-0.09,-1.47,-0.34,-0.3,-0.01,0.39,0.19,-0.2,-0.42,-0.36,-0.34,-0.49,-0.79,-0.74,-0.38,0.8,0.51,0.36,-0.04,0.23,0.07,0.19,0.33,-0.23,0.23,-0.15,-0.06,-0.27,-0.09,-0.49,-0.47,-1.64,-0.79,0.31,0.51,0.37,-1.36,1.04,0.77,-3.18,-2.84,-0.17,-1.64,-0.89,0.12,-0.15,-0.1,-1.0,-0.67,-1.12,-1.25,-0.01,-0.03,0.07,0.8,0.11,0.14,-0.06,-1.25,-0.97,-1.84,-2.06,8
687,YER088C,DOT6   SILENCING (TELOMERE)     NUCLEAR PROTEIN WITH MYB DNA-BINDING DOMAIN,-0.38,-0.47,-0.89,-0.76,-0.86,-0.81,-0.69,-0.54,-0.42,-0.79,-0.18,-0.51,-0.25,-0.45,-0.49,-0.23,-0.74,-0.54,0.82,-0.01,0.43,0.07,-0.22,0.21,0.21,0.11,-0.07,0.32,0.04,0.08,-0.3,-0.03,0.57,0.33,0.68,1.25,0.82,0.65,0.73,0.96,0.68,0.6,0.58,0.37,0.4,0.28,0.12,0.04,-1.51,-1.03,-0.67,-0.94,-0.6,-0.86,0.32,0.32,-1.43,-1.32,0.32,0.5,0.12,0.37,0.3,0.07,-0.94,-1.22,-0.3,-0.2,0.42,0.31,0.72,0.45,0.32,0.32,0.75,0.12,-0.12,0.45,1.06,6
1540,YLR027C,"AAT2   ASPARTATE METABOLISM     ASPARTATE AMINOTRANFERASE,",0.16,-0.04,-0.04,0.29,0.18,0.3,0.62,0.44,0.71,0.3,0.42,0.29,0.29,-0.03,0.37,0.28,0.01,0.18,-0.42,0.23,0.33,0.26,0.11,,0.25,0.21,0.49,0.46,0.3,0.76,0.65,0.62,-1.15,-1.36,-1.03,-0.29,0.15,0.21,0.01,0.01,-0.2,-0.03,0.18,-0.81,0.03,-0.12,0.19,-0.1,1.06,0.18,0.78,0.43,0.62,0.55,0.45,0.41,0.42,-0.71,0.33,0.03,0.56,0.91,-0.01,0.15,0.24,-0.2,0.56,0.39,0.34,-0.01,-0.1,-0.69,0.29,0.44,0.91,0.21,0.11,0.01,0.21,3
288,YCR066W,"RAD18  DNA REPAIR, POSTREPLICAT FORMS COMPLEX WITH RAD6P; PUTATIVE ATPASE",-0.15,-0.15,-0.29,-0.27,-0.56,0.16,-0.47,0.16,0.06,0.08,-0.22,0.03,-0.15,-0.36,-0.47,0.03,0.04,-0.15,0.62,,-0.04,-0.15,-0.06,-0.3,0.1,-0.15,-0.23,-0.27,0.23,-0.36,-0.36,-0.04,0.08,0.46,-0.1,-0.07,-0.84,-0.62,0.12,-0.42,0.21,0.15,-0.1,0.85,-0.14,-0.34,-0.22,0.15,-0.62,-0.1,-0.62,-0.58,-0.58,-0.67,-0.4,-0.23,-0.49,0.12,0.1,0.2,0.38,0.06,0.04,0.16,-0.29,-0.18,-0.27,-0.04,-0.23,,0.1,0.32,-0.76,-0.12,0.16,-0.58,-0.92,0.68,0.08,0
2273,YPL016W,SWI1   TRANSCRIPTION       COMPONENT OF SWI/SNF GLOBAL ACTIVATOR COMPLEX,0.15,0.51,0.16,-0.06,-0.27,-0.29,-0.18,0.24,-0.54,0.46,-0.3,0.08,-0.2,-0.3,-0.12,-0.15,-0.71,0.01,-0.56,-0.67,0.23,-0.07,-0.14,-0.45,-0.09,-0.62,-0.62,-0.94,-0.32,-1.51,-1.4,-0.43,0.33,0.48,0.32,0.03,0.16,0.2,0.31,0.19,0.1,0.23,-0.15,-0.22,0.31,0.08,0.1,-0.4,-0.18,0.36,0.34,-0.22,-0.22,-0.42,-0.18,0.46,0.9,1.6,0.74,0.16,0.62,0.56,-0.74,0.62,-1.06,-0.34,-1.79,-0.58,0.51,0.53,1.63,0.68,-0.38,-0.36,-0.17,-0.43,-0.42,-0.43,-0.47,0
1974,YNL247W,NONE   PROTEIN SYNTHESIS     CYSTEINYL-TRNA SYNTHETASE,-0.3,-0.42,,-0.17,-0.3,-0.06,-0.01,-0.09,-0.1,-0.04,-0.14,-0.07,-0.09,-0.12,-0.1,-0.03,-0.36,0.06,-1.51,-0.06,0.1,0.19,0.11,0.2,0.12,0.44,0.16,0.51,0.28,0.11,0.18,0.15,0.08,0.06,-0.06,-0.23,-0.25,-0.22,-0.3,-0.23,-0.22,-0.34,-0.45,0.07,-0.4,-0.74,-0.84,-0.25,-0.67,-1.15,-1.89,-0.54,-0.84,0.37,-0.54,0.26,-0.81,-1.4,-0.32,-1.25,-1.56,-0.54,-0.32,0.06,-0.03,-0.42,-0.71,-0.84,-0.03,-0.47,-0.81,-0.86,,-0.15,-0.22,-0.42,-0.58,-1.51,-2.18,8
2300,YPL078C,ATP4   ATP SYNTHESIS       ATPASE; F0-ATP SYNTHASE SUBUNIT 4,-0.25,-0.32,-0.04,-0.23,-0.07,-0.36,,-0.47,-0.12,-0.45,-0.15,-0.3,-0.09,-0.43,,-0.32,-0.29,-0.18,-0.09,-0.64,-0.71,-0.09,-0.4,-0.12,-0.38,-0.32,0.14,0.16,-0.3,0.19,0.11,-0.4,-0.34,-0.38,0.16,0.52,0.69,0.43,0.51,0.38,0.37,0.28,0.51,-0.43,0.81,0.68,0.94,-0.06,-0.71,-1.64,-1.6,-2.0,-2.12,0.92,-0.56,-0.84,-1.74,-2.06,-0.84,-0.06,-0.79,-1.4,-0.84,-1.4,0.45,0.42,0.18,,-0.54,-0.54,-1.64,-1.43,0.07,0.06,0.29,0.21,1.02,1.24,1.4,1
1922,YNL097C,PHO23  PHOSPHATE SIGNALING    TRANSCRIPTIONAL REGULATOR OF PHO5,-0.51,0.14,-0.03,-0.4,-0.04,-0.32,-0.12,-0.17,-0.29,0.03,-0.22,-0.14,-0.2,-0.36,-0.32,-0.45,-0.04,-0.27,0.43,-0.2,-0.36,-0.38,0.08,-0.09,-0.09,0.19,-0.03,-0.17,0.03,0.12,0.08,-0.03,0.07,0.19,0.11,0.19,,-0.06,0.18,0.08,-0.27,-0.07,-0.18,0.15,0.57,0.3,0.42,-0.58,-0.1,-0.18,-0.56,-0.74,-0.69,0.08,-0.4,-0.01,0.07,0.76,-0.01,0.01,-0.34,0.76,-0.36,0.26,0.37,0.04,-0.74,-0.01,-0.32,0.49,0.01,0.21,-0.67,-0.34,0.16,-0.38,-0.62,0.56,-0.22,6
